"file","source","bytes","canvas_w","canvas_h","frame_count","frame","x_signed","y_signed","x_raw","y_raw","w","h","format","extra_9_11","rgb_12_15","unk_16_19","data_offset"
"bridge.tem","nested:temperat.mix","158344","180","180","36","24","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","109904"
"bridge.tem","nested:temperat.mix","158344","180","180","36","25","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","113944"
"bridge.tem","nested:temperat.mix","158344","180","180","36","26","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","117984"
"bridge.tem","nested:temperat.mix","158344","180","180","36","27","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","122024"
"bridge.tem","nested:temperat.mix","158344","180","180","36","28","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","126064"
"bridge.tem","nested:temperat.mix","158344","180","180","36","29","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","130104"
"bridge.tem","nested:temperat.mix","158344","180","180","36","30","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","134144"
"bridge.tem","nested:temperat.mix","158344","180","180","36","31","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","138184"
"bridge.tem","nested:temperat.mix","158344","180","180","36","32","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","142224"
"bridge.tem","nested:temperat.mix","158344","180","180","36","33","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","146264"
"bridge.tem","nested:temperat.mix","158344","180","180","36","34","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","150304"
"bridge.tem","nested:temperat.mix","158344","180","180","36","35","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","154304"
"bridge.sno","nested:snow.mix","158400","180","180","36","0","16","3","0x0010","0x0003","148","91","3","000000","0x00090000","0x00000000","872"
"bridge.sno","nested:snow.mix","158400","180","180","36","1","16","3","0x0010","0x0003","148","91","3","000000","0x00090000","0x00000000","5472"
"bridge.sno","nested:snow.mix","158400","180","180","36","2","16","3","0x0010","0x0003","148","91","3","000000","0x00090000","0x00000000","10072"
"bridge.sno","nested:snow.mix","158400","180","180","36","3","16","3","0x0010","0x0003","148","91","3","000000","0x00090000","0x00000000","14672"
"bridge.sno","nested:snow.mix","158400","180","180","36","4","16","3","0x0010","0x0003","148","91","3","000000","0x00080000","0x00000000","19272"
"bridge.sno","nested:snow.mix","158400","180","180","36","5","16","3","0x0010","0x0003","148","91","3","000000","0x00080000","0x00000000","23872"
"bridge.sno","nested:snow.mix","158400","180","180","36","6","16","3","0x0010","0x0003","148","91","3","000000","0x00070000","0x00000000","28472"
"bridge.sno","nested:snow.mix","158400","180","180","36","7","18","8","0x0012","0x0008","147","86","3","000000","0x00070000","0x00000000","33072"
"bridge.sno","nested:snow.mix","158400","180","180","36","8","16","6","0x0010","0x0006","145","87","3","000000","0x00080000","0x00000000","37160"
"bridge.sno","nested:snow.mix","158400","180","180","36","9","16","18","0x0010","0x0012","148","91","3","000000","0x000A0000","0x00000000","43056"
"bridge.sno","nested:snow.mix","158400","180","180","36","10","16","18","0x0010","0x0012","148","91","3","000000","0x00090000","0x00000000","47656"
"bridge.sno","nested:snow.mix","158400","180","180","36","11","16","18","0x0010","0x0012","148","91","3","000000","0x00090000","0x00000000","52256"
"bridge.sno","nested:snow.mix","158400","180","180","36","12","16","18","0x0010","0x0012","148","91","3","000000","0x00090000","0x00000000","56856"
"bridge.sno","nested:snow.mix","158400","180","180","36","13","16","18","0x0010","0x0012","148","91","3","000000","0x00080000","0x00000000","61456"
"bridge.sno","nested:snow.mix","158400","180","180","36","14","16","18","0x0010","0x0012","148","91","3","000000","0x00080000","0x00000000","66056"
"bridge.sno","nested:snow.mix","158400","180","180","36","15","16","18","0x0010","0x0012","148","91","3","000000","0x00070000","0x00000000","70656"
"bridge.sno","nested:snow.mix","158400","180","180","36","16","16","18","0x0010","0x0012","148","91","3","000000","0x00080000","0x00000000","75256"
"bridge.sno","nested:snow.mix","158400","180","180","36","17","16","23","0x0010","0x0017","148","86","3","000000","0x000B0000","0x00000000","81488"
"bridge.sno","nested:snow.mix","158400","180","180","36","18","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","85720"
"bridge.sno","nested:snow.mix","158400","180","180","36","19","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","89760"
"bridge.sno","nested:snow.mix","158400","180","180","36","20","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","93800"
"bridge.sno","nested:snow.mix","158400","180","180","36","21","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","97840"
