"file","source","bytes","canvas_w","canvas_h","frame_count","frame","x_signed","y_signed","x_raw","y_raw","w","h","format","extra_9_11","rgb_12_15","unk_16_19","data_offset"
"bridge.sno","nested:snow.mix","158400","180","180","36","22","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","101880"
"bridge.sno","nested:snow.mix","158400","180","180","36","23","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","105920"
"bridge.sno","nested:snow.mix","158400","180","180","36","24","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","109960"
"bridge.sno","nested:snow.mix","158400","180","180","36","25","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","114000"
"bridge.sno","nested:snow.mix","158400","180","180","36","26","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","118040"
"bridge.sno","nested:snow.mix","158400","180","180","36","27","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","122080"
"bridge.sno","nested:snow.mix","158400","180","180","36","28","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","126120"
"bridge.sno","nested:snow.mix","158400","180","180","36","29","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","130160"
"bridge.sno","nested:snow.mix","158400","180","180","36","30","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","134200"
"bridge.sno","nested:snow.mix","158400","180","180","36","31","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","138240"
"bridge.sno","nested:snow.mix","158400","180","180","36","32","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","142280"
"bridge.sno","nested:snow.mix","158400","180","180","36","33","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","146320"
"bridge.sno","nested:snow.mix","158400","180","180","36","34","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","150360"
"bridge.sno","nested:snow.mix","158400","180","180","36","35","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","154360"
"bridge.urb","nested:urban.mix","158344","180","180","36","0","16","3","0x0010","0x0003","148","91","3","000000","0x00210000","0x00000000","872"
"bridge.urb","nested:urban.mix","158344","180","180","36","1","16","3","0x0010","0x0003","148","91","3","000000","0x00220000","0x00000000","5472"
"bridge.urb","nested:urban.mix","158344","180","180","36","2","16","3","0x0010","0x0003","148","91","3","000000","0x00230000","0x00000000","10072"
"bridge.urb","nested:urban.mix","158344","180","180","36","3","16","3","0x0010","0x0003","148","91","3","000000","0x00240000","0x00000000","14672"
"bridge.urb","nested:urban.mix","158344","180","180","36","4","16","3","0x0010","0x0003","148","91","3","000000","0x00220000","0x00000000","19272"
"bridge.urb","nested:urban.mix","158344","180","180","36","5","16","3","0x0010","0x0003","148","91","3","000000","0x00230000","0x00000000","23872"
"bridge.urb","nested:urban.mix","158344","180","180","36","6","16","3","0x0010","0x0003","148","91","3","000000","0x00270000","0x00000000","28472"
"bridge.urb","nested:urban.mix","158344","180","180","36","7","18","8","0x0012","0x0008","147","86","3","000000","0x00250000","0x00000000","33072"
"bridge.urb","nested:urban.mix","158344","180","180","36","8","16","6","0x0010","0x0006","145","87","3","000000","0x002B0000","0x00000000","37160"
"bridge.urb","nested:urban.mix","158344","180","180","36","9","16","18","0x0010","0x0012","148","91","3","000000","0x00250000","0x00000000","43056"
"bridge.urb","nested:urban.mix","158344","180","180","36","10","16","18","0x0010","0x0012","148","91","3","000000","0x00250000","0x00000000","47656"
"bridge.urb","nested:urban.mix","158344","180","180","36","11","16","18","0x0010","0x0012","148","91","3","000000","0x00260000","0x00000000","52256"
"bridge.urb","nested:urban.mix","158344","180","180","36","12","16","18","0x0010","0x0012","148","91","3","000000","0x00250000","0x00000000","56856"
"bridge.urb","nested:urban.mix","158344","180","180","36","13","16","18","0x0010","0x0012","148","91","3","000000","0x00280000","0x00000000","61456"
"bridge.urb","nested:urban.mix","158344","180","180","36","14","16","18","0x0010","0x0012","148","91","3","000000","0x00270000","0x00000000","66056"
"bridge.urb","nested:urban.mix","158344","180","180","36","15","16","18","0x0010","0x0012","148","91","3","000000","0x002B0000","0x00000000","70656"
"bridge.urb","nested:urban.mix","158344","180","180","36","16","16","18","0x0010","0x0012","148","91","3","000000","0x002A0000","0x00000000","75256"
"bridge.urb","nested:urban.mix","158344","180","180","36","17","16","23","0x0010","0x0017","148","86","3","000000","0x00270000","0x00000000","81432"
"bridge.urb","nested:urban.mix","158344","180","180","36","18","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","85664"
"bridge.urb","nested:urban.mix","158344","180","180","36","19","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","89704"
"bridge.urb","nested:urban.mix","158344","180","180","36","20","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","93744"
"bridge.urb","nested:urban.mix","158344","180","180","36","21","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","97784"
"bridge.urb","nested:urban.mix","158344","180","180","36","22","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","101824"
"bridge.urb","nested:urban.mix","158344","180","180","36","23","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","105864"
"bridge.urb","nested:urban.mix","158344","180","180","36","24","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","109904"
"bridge.urb","nested:urban.mix","158344","180","180","36","25","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","113944"
"bridge.urb","nested:urban.mix","158344","180","180","36","26","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","117984"
"bridge.urb","nested:urban.mix","158344","180","180","36","27","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","122024"
"bridge.urb","nested:urban.mix","158344","180","180","36","28","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","126064"
"bridge.urb","nested:urban.mix","158344","180","180","36","29","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","130104"
"bridge.urb","nested:urban.mix","158344","180","180","36","30","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","134144"
"bridge.urb","nested:urban.mix","158344","180","180","36","31","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","138184"
"bridge.urb","nested:urban.mix","158344","180","180","36","32","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","142224"
"bridge.urb","nested:urban.mix","158344","180","180","36","33","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","146264"
"bridge.urb","nested:urban.mix","158344","180","180","36","34","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","150304"
"bridge.urb","nested:urban.mix","158344","180","180","36","35","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","154304"
"bridge.des","nested:desert.mix","158344","180","180","36","0","16","3","0x0010","0x0003","148","91","3","000000","0x00060000","0x00000000","872"
"bridge.des","nested:desert.mix","158344","180","180","36","1","16","3","0x0010","0x0003","148","91","3","000000","0x00050000","0x00000000","5472"
"bridge.des","nested:desert.mix","158344","180","180","36","2","16","3","0x0010","0x0003","148","91","3","000000","0x00060000","0x00000000","10072"
"bridge.des","nested:desert.mix","158344","180","180","36","3","16","3","0x0010","0x0003","148","91","3","000000","0x00060000","0x00000000","14672"
"bridge.des","nested:desert.mix","158344","180","180","36","4","16","3","0x0010","0x0003","148","91","3","000000","0x00070000","0x00000000","19272"
"bridge.des","nested:desert.mix","158344","180","180","36","5","16","3","0x0010","0x0003","148","91","3","000000","0x00070000","0x00000000","23872"
"bridge.des","nested:desert.mix","158344","180","180","36","6","16","3","0x0010","0x0003","148","91","3","000000","0x00070000","0x00000000","28472"
"bridge.des","nested:desert.mix","158344","180","180","36","7","18","8","0x0012","0x0008","147","86","3","000000","0x00060000","0x00000000","33072"
"bridge.des","nested:desert.mix","158344","180","180","36","8","16","6","0x0010","0x0006","145","87","3","000000","0x00050000","0x00000000","37160"
"bridge.des","nested:desert.mix","158344","180","180","36","9","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","43056"
"bridge.des","nested:desert.mix","158344","180","180","36","10","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","47656"
"bridge.des","nested:desert.mix","158344","180","180","36","11","16","18","0x0010","0x0012","148","91","3","000000","0x00040000","0x00000000","52256"
"bridge.des","nested:desert.mix","158344","180","180","36","12","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","56856"
"bridge.des","nested:desert.mix","158344","180","180","36","13","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","61456"
"bridge.des","nested:desert.mix","158344","180","180","36","14","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","66056"
"bridge.des","nested:desert.mix","158344","180","180","36","15","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","70656"
"bridge.des","nested:desert.mix","158344","180","180","36","16","16","18","0x0010","0x0012","148","91","3","000000","0x00040000","0x00000000","75256"
"bridge.des","nested:desert.mix","158344","180","180","36","17","16","23","0x0010","0x0017","148","86","3","000000","0x00050000","0x00000000","81432"
"bridge.des","nested:desert.mix","158344","180","180","36","18","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","85664"
"bridge.des","nested:desert.mix","158344","180","180","36","19","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","89704"
"bridge.des","nested:desert.mix","158344","180","180","36","20","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","93744"
"bridge.des","nested:desert.mix","158344","180","180","36","21","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","97784"
"bridge.des","nested:desert.mix","158344","180","180","36","22","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","101824"
"bridge.des","nested:desert.mix","158344","180","180","36","23","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","105864"
"bridge.des","nested:desert.mix","158344","180","180","36","24","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","109904"
"bridge.des","nested:desert.mix","158344","180","180","36","25","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","113944"
"bridge.des","nested:desert.mix","158344","180","180","36","26","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","117984"
"bridge.des","nested:desert.mix","158344","180","180","36","27","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","122024"
"bridge.des","nested:desert.mix","158344","180","180","36","28","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","126064"
"bridge.des","nested:desert.mix","158344","180","180","36","29","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","130104"
"bridge.des","nested:desert.mix","158344","180","180","36","30","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","134144"
"bridge.des","nested:desert.mix","158344","180","180","36","31","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","138184"
"bridge.des","nested:desert.mix","158344","180","180","36","32","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","142224"
"bridge.des","nested:desert.mix","158344","180","180","36","33","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","146264"
"bridge.des","nested:desert.mix","158344","180","180","36","34","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","150304"
"bridge.des","nested:desert.mix","158344","180","180","36","35","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","154304"
"bridge.lun","nested:lunar.mix","158344","180","180","36","0","16","3","0x0010","0x0003","148","91","3","000000","0x00060000","0x00000000","872"
"bridge.lun","nested:lunar.mix","158344","180","180","36","1","16","3","0x0010","0x0003","148","91","3","000000","0x00050000","0x00000000","5472"
"bridge.lun","nested:lunar.mix","158344","180","180","36","2","16","3","0x0010","0x0003","148","91","3","000000","0x00060000","0x00000000","10072"
"bridge.lun","nested:lunar.mix","158344","180","180","36","3","16","3","0x0010","0x0003","148","91","3","000000","0x00060000","0x00000000","14672"
"bridge.lun","nested:lunar.mix","158344","180","180","36","4","16","3","0x0010","0x0003","148","91","3","000000","0x00070000","0x00000000","19272"
"bridge.lun","nested:lunar.mix","158344","180","180","36","5","16","3","0x0010","0x0003","148","91","3","000000","0x00070000","0x00000000","23872"
"bridge.lun","nested:lunar.mix","158344","180","180","36","6","16","3","0x0010","0x0003","148","91","3","000000","0x00070000","0x00000000","28472"
"bridge.lun","nested:lunar.mix","158344","180","180","36","7","18","8","0x0012","0x0008","147","86","3","000000","0x00060000","0x00000000","33072"
"bridge.lun","nested:lunar.mix","158344","180","180","36","8","16","6","0x0010","0x0006","145","87","3","000000","0x00050000","0x00000000","37160"
"bridge.lun","nested:lunar.mix","158344","180","180","36","9","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","43056"
"bridge.lun","nested:lunar.mix","158344","180","180","36","10","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","47656"
"bridge.lun","nested:lunar.mix","158344","180","180","36","11","16","18","0x0010","0x0012","148","91","3","000000","0x00040000","0x00000000","52256"
"bridge.lun","nested:lunar.mix","158344","180","180","36","12","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","56856"
"bridge.lun","nested:lunar.mix","158344","180","180","36","13","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","61456"
"bridge.lun","nested:lunar.mix","158344","180","180","36","14","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","66056"
"bridge.lun","nested:lunar.mix","158344","180","180","36","15","16","18","0x0010","0x0012","148","91","3","000000","0x00050000","0x00000000","70656"
"bridge.lun","nested:lunar.mix","158344","180","180","36","16","16","18","0x0010","0x0012","148","91","3","000000","0x00040000","0x00000000","75256"
"bridge.lun","nested:lunar.mix","158344","180","180","36","17","16","23","0x0010","0x0017","148","86","3","000000","0x00050000","0x00000000","81432"
"bridge.lun","nested:lunar.mix","158344","180","180","36","18","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","85664"
"bridge.lun","nested:lunar.mix","158344","180","180","36","19","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","89704"
"bridge.lun","nested:lunar.mix","158344","180","180","36","20","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","93744"
"bridge.lun","nested:lunar.mix","158344","180","180","36","21","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","97784"
"bridge.lun","nested:lunar.mix","158344","180","180","36","22","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","101824"
"bridge.lun","nested:lunar.mix","158344","180","180","36","23","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","105864"
"bridge.lun","nested:lunar.mix","158344","180","180","36","24","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","109904"
"bridge.lun","nested:lunar.mix","158344","180","180","36","25","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","113944"
"bridge.lun","nested:lunar.mix","158344","180","180","36","26","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","117984"
"bridge.lun","nested:lunar.mix","158344","180","180","36","27","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","122024"
"bridge.lun","nested:lunar.mix","158344","180","180","36","28","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","126064"
"bridge.lun","nested:lunar.mix","158344","180","180","36","29","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","130104"
"bridge.lun","nested:lunar.mix","158344","180","180","36","30","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","134144"
"bridge.lun","nested:lunar.mix","158344","180","180","36","31","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","138184"
"bridge.lun","nested:lunar.mix","158344","180","180","36","32","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","142224"
"bridge.lun","nested:lunar.mix","158344","180","180","36","33","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","146264"
"bridge.lun","nested:lunar.mix","158344","180","180","36","34","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","150304"
"bridge.lun","nested:lunar.mix","158344","180","180","36","35","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","154304"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","0","16","3","0x0010","0x0003","148","91","3","000000","0x006D6E6D","0x00000000","872"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","1","16","3","0x0010","0x0003","148","91","3","000000","0x006B6B6B","0x00000000","5472"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","2","16","3","0x0010","0x0003","148","91","3","000000","0x006A6B6A","0x00000000","10072"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","3","16","3","0x0010","0x0003","148","91","3","000000","0x00696968","0x00000000","14672"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","4","16","3","0x0010","0x0003","148","91","3","000000","0x00707170","0x00000000","19272"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","5","16","3","0x0010","0x0003","148","91","3","000000","0x00707170","0x00000000","23872"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","6","16","3","0x0010","0x0003","148","91","3","000000","0x006D6E6D","0x00000000","28472"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","7","18","8","0x0012","0x0008","147","86","3","000000","0x006A6A6A","0x00000000","33072"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","8","16","6","0x0010","0x0006","145","87","3","000000","0x005D5D5B","0x00000000","37160"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","9","16","18","0x0010","0x0012","148","91","3","000000","0x00646564","0x00000000","43056"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","10","16","18","0x0010","0x0012","148","91","3","000000","0x00636463","0x00000000","47656"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","11","16","18","0x0010","0x0012","148","91","3","000000","0x00606160","0x00000000","52256"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","12","16","18","0x0010","0x0012","148","91","3","000000","0x00636462","0x00000000","56856"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","13","16","18","0x0010","0x0012","148","91","3","000000","0x00626362","0x00000000","61456"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","14","16","18","0x0010","0x0012","148","91","3","000000","0x00616362","0x00000000","66056"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","15","16","18","0x0010","0x0012","148","91","3","000000","0x005D5F5E","0x00000000","70656"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","16","16","18","0x0010","0x0012","148","91","3","000000","0x005D5E5C","0x00000000","75256"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","17","16","23","0x0010","0x0017","148","86","3","000000","0x00626362","0x00000000","81432"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","18","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","85664"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","19","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","89704"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","20","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","93744"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","21","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","97784"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","22","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","101824"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","23","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","105864"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","24","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","109904"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","25","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","113944"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","26","30","61","0x001E","0x003D","150","74","3","000000","0x00000000","0x00000000","117984"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","27","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","122024"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","28","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","126064"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","29","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","130104"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","30","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","134144"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","31","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","138184"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","32","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","142224"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","33","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","146264"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","34","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","150304"
"bridge.ubn","ra2md.mix -> #0xA01A9A03","158344","180","180","36","35","30","76","0x001E","0x004C","150","74","3","000000","0x00000000","0x00000000","154304"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","0","59","34","0x003B","0x0022","148","89","3","000000","0x00040000","0x00000000","872"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","1","59","34","0x003B","0x0022","148","89","3","000000","0x00040000","0x00000000","5368"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","2","59","34","0x003B","0x0022","148","89","3","000000","0x00040000","0x00000000","9872"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","3","59","34","0x003B","0x0022","148","89","3","000000","0x00030000","0x00000000","14392"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","4","59","34","0x003B","0x0022","148","89","3","000000","0x00030000","0x00000000","18904"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","5","59","34","0x003B","0x0022","148","89","3","000000","0x00020000","0x00000000","23400"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","6","59","34","0x003B","0x0022","148","89","3","000000","0x00010000","0x00000000","27896"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","7","56","31","0x0038","0x001F","151","92","3","000000","0x00020000","0x00000000","32392"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","8","52","34","0x0034","0x0022","140","92","3","000000","0x00020000","0x00000000","35952"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","9","46","49","0x002E","0x0031","148","88","3","000000","0x00040000","0x00000000","40584"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","10","46","49","0x002E","0x0031","148","88","3","000000","0x00030000","0x00000000","45056"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","11","47","49","0x002F","0x0031","147","88","3","000000","0x00040000","0x00000000","49528"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","12","46","48","0x002E","0x0030","148","89","3","000000","0x00040000","0x00000000","54040"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","13","46","49","0x002E","0x0031","148","88","3","000000","0x00020000","0x00000000","58592"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","14","46","48","0x002E","0x0030","148","89","3","000000","0x00020000","0x00000000","63072"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","15","46","48","0x002E","0x0030","148","89","3","000000","0x00010000","0x00000000","67552"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","16","58","48","0x003A","0x0030","136","91","3","000000","0x00020000","0x00000000","72048"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","17","46","39","0x002E","0x0027","149","98","3","000000","0x00020000","0x00000000","76696"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","18","98","99","0x0062","0x0063","136","67","3","000000","0x00000000","0x00000000","80664"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","19","98","99","0x0062","0x0063","136","67","3","000000","0x00000000","0x00000000","84032"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","20","98","99","0x0062","0x0063","136","67","3","000000","0x00000000","0x00000000","87400"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","21","98","99","0x0062","0x0063","136","67","3","000000","0x00000000","0x00000000","90768"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","22","98","99","0x0062","0x0063","136","67","3","000000","0x00000000","0x00000000","94136"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","23","98","99","0x0062","0x0063","136","67","3","000000","0x00000000","0x00000000","97568"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","24","98","99","0x0062","0x0063","136","67","3","000000","0x00000000","0x00000000","100976"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","25","107","99","0x006B","0x0063","127","67","3","000000","0x00000000","0x00000000","104448"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","26","98","99","0x0062","0x0063","127","63","3","000000","0x00000000","0x00000000","106920"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","27","93","119","0x005D","0x0077","136","67","3","000000","0x00000000","0x00000000","109176"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","28","93","119","0x005D","0x0077","136","67","3","000000","0x00000000","0x00000000","112544"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","29","93","119","0x005D","0x0077","136","67","3","000000","0x00000000","0x00000000","115912"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","30","93","119","0x005D","0x0077","136","67","3","000000","0x00000000","0x00000000","119280"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","31","93","119","0x005D","0x0077","136","67","3","000000","0x00000000","0x00000000","122648"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","32","93","119","0x005D","0x0077","136","67","3","000000","0x00000000","0x00000000","126168"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","33","93","119","0x005D","0x0077","136","67","3","000000","0x00000000","0x00000000","129688"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","34","102","119","0x0066","0x0077","127","63","3","000000","0x00000000","0x00000000","133208"
"bridgb.tem","nested:temperat.mix","137928","253","242","36","35","93","119","0x005D","0x0077","127","67","3","000000","0x00000000","0x00000000","135456"
"bridgb.sno","nested:snow.mix","137936","253","242","36","0","59","34","0x003B","0x0022","148","89","3","000000","0x00080000","0x00000000","872"
"bridgb.sno","nested:snow.mix","137936","253","242","36","1","59","34","0x003B","0x0022","148","89","3","000000","0x00080000","0x00000000","5368"
"bridgb.sno","nested:snow.mix","137936","253","242","36","2","59","34","0x003B","0x0022","148","89","3","000000","0x00090000","0x00000000","9872"
"bridgb.sno","nested:snow.mix","137936","253","242","36","3","59","34","0x003B","0x0022","148","89","3","000000","0x00090000","0x00000000","14384"
"bridgb.sno","nested:snow.mix","137936","253","242","36","4","59","34","0x003B","0x0022","148","89","3","000000","0x00060000","0x00000000","18896"
"bridgb.sno","nested:snow.mix","137936","253","242","36","5","59","34","0x003B","0x0022","148","89","3","000000","0x00060000","0x00000000","23392"
